tweet_id,dataset,crisis,country,year,original_label,mapped_label,hazard_type,hazard_cat,hazard_subcat,development,spread,lan_final
324731932791431168,CrisisLexT26,explosion_WestTexas,EEUU,2013,Related - but not informative,Related,explosion,human_induced,accidental,instantaneous,focalized,en
909447941550690304,CrisisMMD,hurricane_Irma,several,2017,not_informative,Not_Related,hurricane,natural,meteorological,progressive,diffused,en
296098773774520320,CrisisLexT6,flood_Queensland,Australia,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
512005370773266432,CrisisNlpR1_CF,hurricane_Mexico_Odile,Mexico,2014,donation_needs_or_offers_or_volunteering_services,Related,hurricane,natural,meteorological,progressive,diffused,en
592378036256804864,CrisisNlpR1_CF,earthquake_Nepal,Nepal,2015,displaced_people_and_evacuations,Related,earthquake,natural,geophysical,instantaneous,diffused,en
721539013396557824,ESPOL_Ecuador_earthquake,earthquake_Ecuador,Ecuador,2016,no,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,es
452063713747406848,CrisisNlpR1_Vol,earthquake_Chile,Chile,2014,"Personal updates, sympathy, support",Related,earthquake,natural,geophysical,instantaneous,diffused,es
1040081708492705793,ESPOL_Ecuador_earthquake,earthquake_Ecuador,Ecuador,2016,no,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
324787638022320128,CrisisLexT6,explosion_WestTexas,EEUU,2013,on-topic,Related,explosion,human_induced,accidental,instantaneous,focalized,en
348254760601780226,CrisisLexT6,flood_Alberta,Canada,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
215119355187445760,CrisisLexT26,wildfires_Colorado,EEUU,2012,Related and informative,Related,wildfires,natural,climatological,progressive,diffused,en
721598714662543360,ESPOL_Ecuador_earthquake,earthquake_Ecuador,Ecuador,2016,no,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,es
581283926028754944,CrisisNlpR1_Vol,Landslides_Worldwide,several,2014,Not physical landslide,Not_Related,landslide,natural,Hydrological,instantaneous,focalized,en
338781082382114816,CrisisLexT6,tornado_Oklahoma,EEUU,2013,off-topic,Not_Related,tornado,natural,meteorological,progressive,diffused,en
337341100232683520,CrisisLexT6,tornado_Oklahoma,EEUU,2013,on-topic,Related,tornado,natural,meteorological,progressive,diffused,en
592731226462642178,CrisisNlpR1_Vol,earthquake_Nepal,Nepal,2015,Not Relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,no_agree
240849443098882049,CrisisLexT26,explosion_Venezuela,Venezuela,2012,Related and informative,Related,explosion,human_induced,accidental,instantaneous,focalized,es
573837709883670528,CrisisNlpR1_Vol,Landslides_Worldwide,several,2014,Not physical landslide,Not_Related,landslide,natural,Hydrological,instantaneous,focalized,en
592592798328619010,CrisisNlpR1_Vol,earthquake_Nepal,Nepal,2015,Not Relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
332128369799991296,CrisisLexT26,buildingCollapse_Savar,Bangladesh,2013,Related and informative,Related,collapse,human_induced,accidental,instantaneous,focalized,en
262626684094783488,CrisisLexT6,hurricane_Sandy,several,2012,off-topic,Not_Related,hurricane,natural,meteorological,progressive,diffused,en
593474521950203906,CrisisNlpR1_CF,earthquake_Nepal,Nepal,2015,not_related_or_irrelevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
325276749967536128,CrisisLexT6,bombing_Boston,EEUU,2013,on-topic,Related,bombings,human_induced,intentional,instantaneous,focalized,en
592594772520345601,CrisisNlpR1_Vol,earthquake_Nepal,Nepal,2015,Not Relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
451737795233452032,CrisisNlpR1_CF,earthquake_Chile,Chile,2014,not_related_or_irrelevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
262661772564123648,CrisisLexT6,hurricane_Sandy,several,2012,off-topic,Not_Related,hurricane,natural,meteorological,progressive,diffused,en
721553663915720704,ESPOL_Ecuador_earthquake,earthquake_Ecuador,Ecuador,2016,yes,Related,earthquake,natural,geophysical,instantaneous,diffused,en
262719114303373313,CrisisLexT6,hurricane_Sandy,several,2012,on-topic,Related,hurricane,natural,meteorological,progressive,diffused,en
721686193717567488,ESPOL_Ecuador_earthquake,earthquake_Ecuador,Ecuador,2016,no,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,es
262621530175963136,CrisisLexT6,hurricane_Sandy,several,2012,off-topic,Not_Related,hurricane,natural,meteorological,progressive,diffused,en
541981851598868481,CrisisNlpR1_Vol,typhoon_Philippines_Hagupit,Philippines,2014,Not Informative,Not_Related,typhoon,natural,meteorological,progressive,diffused,en
349920625411899393,CrisisLexT6,flood_Alberta,Canada,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
451440243011756032,CrisisNlpR1_CF,earthquake_Chile,Chile,2014,sympathy_and_emotional_support,Related,earthquake,natural,geophysical,instantaneous,diffused,es
497362775857831936,CrisisNlpR1_CF,ebola_virus,several,2014,other_useful_information,Related,viral_disease,natural,Biological,progressive,diffused,en
406807126229520384,CrisisLexT26,helicopterCrash_Glasgow,UK,2013,Related and informative,Related,crash,human_induced,accidental,instantaneous,focalized,en
295436702686781440,CrisisLexT6,flood_Queensland,Australia,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
302939449065623552,CrisisLexT26,meteor_Russia,Russia,2013,Related - but not informative,Related,meteorite,natural,others,instantaneous,focalized,en
324748359191654401,CrisisLexT6,explosion_WestTexas,EEUU,2013,on-topic,Related,explosion,human_induced,accidental,instantaneous,focalized,en
573791196667060225,CrisisNlpR1_Vol,Landslides_Worldwide,several,2014,Not physical landslide,Not_Related,landslide,natural,Hydrological,instantaneous,focalized,en
336821617739063296,CrisisLexT6,tornado_Oklahoma,EEUU,2013,on-topic,Related,tornado,natural,meteorological,progressive,diffused,en
295867433800069120,CrisisLexT6,flood_Queensland,Australia,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
912184177071620096,CrisisMMD,earthquake_Mexico,Mexico,2017,not_informative,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
357516810674896896,CrisisLexT26,trainCrash_LacMegantic,Canada,2013,Related - but not informative,Related,derailment,human_induced,accidental,instantaneous,focalized,fr
325259376019529728,CrisisLexT6,bombing_Boston,EEUU,2013,on-topic,Related,bombings,human_induced,intentional,instantaneous,focalized,en
921376206326517761,CrisisMMD,hurricane_Maria,several,2017,not_informative,Not_Related,hurricane,natural,meteorological,progressive,diffused,en
204209008083611648,SoSItalyT4,earthquake_Italy,Italy,2012,damage,Related,earthquake,natural,geophysical,instantaneous,diffused,it
337660851211358208,CrisisLexT6,tornado_Oklahoma,EEUU,2013,off-topic,Not_Related,tornado,natural,meteorological,progressive,diffused,en
592884379388612609,CrisisNlpR1_Vol,earthquake_Nepal,Nepal,2015,Other Relevant Information,Related,earthquake,natural,geophysical,instantaneous,diffused,en
593236597883031552,CrisisNlpR1_Vol,earthquake_Nepal,Nepal,2015,Not Relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
511752827216363520,CrisisNlpR1_CF,hurricane_Mexico_Odile,Mexico,2014,sympathy_and_emotional_support,Related,hurricane,natural,meteorological,progressive,diffused,en
577604998688698368,CrisisNlpR1_CF,cyclone_Vanuatu_Pam,Vanuatu,2015,other_useful_information,Related,cyclone,natural,meteorological,progressive,diffused,en
452867577061314561,CrisisNlpR1_CF,earthquake_Chile,Chile,2014,other_useful_information,Related,earthquake,natural,geophysical,instantaneous,diffused,es
451287144925900801,CrisisNlpR1_CF,earthquake_Chile,Chile,2014,donation_needs_or_offers_or_volunteering_services,Related,earthquake,natural,geophysical,instantaneous,diffused,es
324762221257306112,CrisisLexT6,bombing_Boston,EEUU,2013,off-topic,Not_Related,bombings,human_induced,intentional,instantaneous,focalized,en
337645541313871872,CrisisLexT6,tornado_Oklahoma,EEUU,2013,on-topic,Related,tornado,natural,meteorological,progressive,diffused,en
592691721219223552,CrisisNlpR1_CF,earthquake_Nepal,Nepal,2015,other_useful_information,Related,earthquake,natural,geophysical,instantaneous,diffused,en
351319553772498944,CrisisLexT6,flood_Alberta,Canada,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
351556733866487808,CrisisLexT6,flood_Alberta,Canada,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
349550697131425792,CrisisLexT6,flood_Alberta,Canada,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
721572150231109632,ESPOL_Ecuador_earthquake,earthquake_Ecuador,Ecuador,2016,no,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,es
353633610760331265,CrisisLexT26,trainCrash_LacMegantic,Canada,2013,Related and informative,Related,derailment,human_induced,accidental,instantaneous,focalized,fr
325223203368747009,CrisisLexT6,explosion_WestTexas,EEUU,2013,off-topic,Not_Related,explosion,human_induced,accidental,instantaneous,focalized,en
338348555968323584,CrisisLexT6,tornado_Oklahoma,EEUU,2013,off-topic,Not_Related,tornado,natural,meteorological,progressive,diffused,en
351357045464772611,CrisisLexT6,flood_Alberta,Canada,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
325218244334063616,CrisisLexT6,bombing_Boston,EEUU,2013,off-topic,Not_Related,bombings,human_induced,intentional,instantaneous,focalized,en
573866067254181889,CrisisNlpR1_Vol,Landslides_Worldwide,several,2014,Not physical landslide,Not_Related,landslide,natural,Hydrological,instantaneous,focalized,no_agree
327306714602934272,CrisisLexT6,explosion_WestTexas,EEUU,2013,off-topic,Not_Related,explosion,human_induced,accidental,instantaneous,focalized,en
592901963429388288,CrisisNlpR1_Vol,earthquake_Nepal,Nepal,2015,Not Relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
402888060830248960,CrisisLexT26,flood_Sardinia,Italy,2013,Related and informative,Related,flood,natural,hydrological,progressive,diffused,it
909806355090956288,CrisisMMD,hurricane_Irma,several,2017,not_informative,Not_Related,hurricane,natural,meteorological,progressive,diffused,en
324273760528130048,CrisisLexT6,bombing_Boston,EEUU,2013,on-topic,Related,bombings,human_induced,intentional,instantaneous,focalized,en
295247812780773376,CrisisLexT26,flood_Queensland,Australia,2013,Related and informative,Related,flood,natural,hydrological,progressive,diffused,en
324861801005215744,CrisisLexT26,explosion_WestTexas,EEUU,2013,Related and informative,Related,explosion,human_induced,accidental,instantaneous,focalized,en
263117229502128128,CrisisLexT6,hurricane_Sandy,several,2012,off-topic,Not_Related,hurricane,natural,meteorological,progressive,diffused,en
573702537041215488,CrisisNlpR1_Vol,Landslides_Worldwide,several,2014,Not physical landslide,Not_Related,landslide,natural,Hydrological,instantaneous,focalized,en
457214030403215360,CrisisNlpR1_CF,earthquake_Chile,Chile,2014,sympathy_and_emotional_support,Related,earthquake,natural,geophysical,instantaneous,diffused,no_agree
521395865207201792,SoSItalyT4,flood_Genova,Italy,2014,not relevant,Not_Related,flood,natural,hydrological,progressive,diffused,it
382881628282167296,CrisisNlpR1_CF,earthquake_Pakistan,Pakistan,2013,injured_or_dead_people,Related,earthquake,natural,geophysical,instantaneous,diffused,en
541995358566359040,CrisisNlpR1_Vol,typhoon_Philippines_Hagupit,Philippines,2014,Not Informative,Not_Related,typhoon,natural,meteorological,progressive,diffused,en
302486816580317184,CrisisLexT26,meteor_Russia,Russia,2013,Related - but not informative,Related,meteorite,natural,others,instantaneous,focalized,en
910248402000195584,CrisisMMD,hurricane_Irma,several,2017,informative,Related,hurricane,natural,meteorological,progressive,diffused,en
497650128241831936,CrisisNlpR1_Vol,Landslides_Worldwide,several,2014,Physical landslide,Related,landslide,natural,Hydrological,instantaneous,focalized,en
302644841190395904,CrisisLexT26,meteor_Russia,Russia,2013,Related and informative,Related,meteorite,natural,others,instantaneous,focalized,en
325712311157395458,CrisisLexT6,explosion_WestTexas,EEUU,2013,off-topic,Not_Related,explosion,human_induced,accidental,instantaneous,focalized,en
204241818823557120,SoSItalyT4,earthquake_Italy,Italy,2012,damage,Related,earthquake,natural,geophysical,instantaneous,diffused,it
326320789538349057,CrisisLexT6,explosion_WestTexas,EEUU,2013,off-topic,Not_Related,explosion,human_induced,accidental,instantaneous,focalized,en
263197895451365376,CrisisLexT6,hurricane_Sandy,several,2012,on-topic,Related,hurricane,natural,meteorological,progressive,diffused,en
302452146467655680,CrisisLexT26,meteor_Russia,Russia,2013,Related and informative,Related,meteorite,natural,others,instantaneous,focalized,en
302721013928583168,CrisisLexT26,meteor_Russia,Russia,2013,Related - but not informative,Related,meteorite,natural,others,instantaneous,focalized,en
263015938218135554,CrisisLexT6,hurricane_Sandy,several,2012,off-topic,Not_Related,hurricane,natural,meteorological,progressive,diffused,en
324405118747439104,CrisisLexT6,bombing_Boston,EEUU,2013,off-topic,Not_Related,bombings,human_induced,intentional,instantaneous,focalized,en
511725944307191808,CrisisNlpR1_CF,hurricane_Mexico_Odile,Mexico,2014,sympathy_and_emotional_support,Related,hurricane,natural,meteorological,progressive,diffused,en
337394698585001984,CrisisLexT6,tornado_Oklahoma,EEUU,2013,off-topic,Not_Related,tornado,natural,meteorological,progressive,diffused,en
9715638562,ChileEarthquakeT1,earthquake_Chile,Chile,2010,False,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,es
911801192744964100,CrisisMMD,hurricane_Maria,several,2017,not_informative,Not_Related,hurricane,natural,meteorological,progressive,diffused,en
592667971442647040,CrisisNlpR1_CF,earthquake_Nepal,Nepal,2015,other_useful_information,Related,earthquake,natural,geophysical,instantaneous,diffused,en
452220180991864833,CrisisNlpR1_CF,earthquake_Chile,Chile,2014,donation_needs_or_offers_or_volunteering_services,Related,earthquake,natural,geophysical,instantaneous,diffused,es
9819721712,ChileEarthquakeT1,earthquake_Chile,Chile,2010,False,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,es
504301127530061825,CrisisNlpR1_CF,earthquake_California,EEUU,2014,infrastructure_and_utilities_damage,Related,earthquake,natural,geophysical,instantaneous,diffused,en
541482526565335040,CrisisNlpR1_CF,typhoon_Philippines_Hagupit,Philippines,2014,other_useful_information,Related,typhoon,natural,meteorological,progressive,diffused,en
573784154183172096,CrisisNlpR1_Vol,Landslides_Worldwide,several,2014,Not physical landslide,Not_Related,landslide,natural,Hydrological,instantaneous,focalized,en
326331190749577218,CrisisLexT6,explosion_WestTexas,EEUU,2013,off-topic,Not_Related,explosion,human_induced,accidental,instantaneous,focalized,en
324986787476955137,CrisisLexT6,bombing_Boston,EEUU,2013,on-topic,Related,bombings,human_induced,intentional,instantaneous,focalized,en
541478021534711808,CrisisNlpR1_Vol,typhoon_Philippines_Hagupit,Philippines,2014,Not Informative,Not_Related,typhoon,natural,meteorological,progressive,diffused,en
509037097965977600,CrisisNlpR1_CF,flood_Pakistan,Pakistan,2014,injured_or_dead_people,Related,flood,natural,hydrological,progressive,diffused,en
348495415462752256,CrisisLexT6,flood_Alberta,Canada,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
541958989320572928,CrisisNlpR1_Vol,typhoon_Philippines_Hagupit,Philippines,2014,Not Informative,Not_Related,typhoon,natural,meteorological,progressive,diffused,en
348304890600230912,CrisisLexT6,flood_Alberta,Canada,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
1464590007,SoSItalyT4,earthquake_Laquila,Italy,2009,not relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,it
580345269285343232,CrisisNlpR1_CF,cyclone_Vanuatu_Pam,Vanuatu,2015,not_related_or_irrelevant,Not_Related,cyclone,natural,meteorological,progressive,diffused,en
9889026206,ChileEarthquakeT1,earthquake_Chile,Chile,2010,True,Related,earthquake,natural,geophysical,instantaneous,diffused,es
350584719844458497,CrisisLexT6,flood_Alberta,Canada,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
337447348378693632,CrisisLexT6,tornado_Oklahoma,EEUU,2013,off-topic,Not_Related,tornado,natural,meteorological,progressive,diffused,en
204164420585271297,SoSItalyT4,earthquake_Italy,Italy,2012,not relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,it
592848624595374080,CrisisNlpR1_Vol,earthquake_Nepal,Nepal,2015,Not Relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
348884344431050752,CrisisLexT6,flood_Alberta,Canada,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
721612918882639872,ESPOL_Ecuador_earthquake,earthquake_Ecuador,Ecuador,2016,yes,Related,earthquake,natural,geophysical,instantaneous,diffused,en
592590959239680000,CrisisNlpR1_Vol,earthquake_Nepal,Nepal,2015,Not Relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
232713671946674176,CrisisLexT26,flood_Philippines,Philippines,2012,Related and informative,Related,flood,natural,hydrological,progressive,diffused,en
510104678890102785,CrisisNlpR1_CF,flood_Pakistan,Pakistan,2014,other_useful_information,Related,flood,natural,hydrological,progressive,diffused,en
351078509625614337,CrisisLexT6,flood_Alberta,Canada,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
351319043631878145,CrisisLexT6,flood_Alberta,Canada,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
349183318501253124,CrisisLexT6,flood_Alberta,Canada,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
262754958502400000,CrisisLexT6,hurricane_Sandy,several,2012,off-topic,Not_Related,hurricane,natural,meteorological,progressive,diffused,en
501282388589043712,CrisisNlpR1_CF,flood_India,India,2014,injured_or_dead_people,Related,flood,natural,hydrological,progressive,diffused,en
577556424361807872,CrisisNlpR1_CF,cyclone_Vanuatu_Pam,Vanuatu,2015,injured_or_dead_people,Related,cyclone,natural,meteorological,progressive,diffused,en
576322420002463744,CrisisNlpR1_Vol,cyclone_Vanuatu_Pam,Vanuatu,2015,Not related or irrelevant,Not_Related,cyclone,natural,meteorological,progressive,diffused,en
297180665508659201,CrisisLexT26,nightclubFire_Brazil,Brazil,2013,Related - but not informative,Related,fire,human_induced,accidental,instantaneous,focalized,pt
295826432469385217,CrisisLexT6,flood_Queensland,Australia,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
295581268349952000,CrisisLexT26,nightclubFire_Brazil,Brazil,2013,Related and informative,Related,fire,human_induced,accidental,instantaneous,focalized,pt
384463412203634688,CrisisNlpR1_CF,earthquake_Pakistan,Pakistan,2013,not_related_or_irrelevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
327826743056543744,CrisisLexT6,explosion_WestTexas,EEUU,2013,on-topic,Related,explosion,human_induced,accidental,instantaneous,focalized,en
324279999458848768,CrisisLexT6,bombing_Boston,EEUU,2013,on-topic,Related,bombings,human_induced,intentional,instantaneous,focalized,en
325838320611512320,CrisisLexT6,explosion_WestTexas,EEUU,2013,off-topic,Not_Related,explosion,human_induced,accidental,instantaneous,focalized,en
509374665643819009,CrisisNlpR1_CF,flood_Pakistan,Pakistan,2014,injured_or_dead_people,Related,flood,natural,hydrological,progressive,diffused,en
239492719968407552,CrisisLexT26,explosion_Venezuela,Venezuela,2012,Related and informative,Related,explosion,human_induced,accidental,instantaneous,focalized,es
262357583413800961,CrisisLexT6,hurricane_Sandy,several,2012,off-topic,Not_Related,hurricane,natural,meteorological,progressive,diffused,en
929441262792511492,CrisisMMD,hurricane_Maria,several,2017,informative,Related,hurricane,natural,meteorological,progressive,diffused,en
296099223374536704,CrisisLexT6,flood_Queensland,Australia,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
369680510370340864,CrisisLexT26,flood_Manila,Philippines,2013,Related and informative,Related,flood,natural,hydrological,progressive,diffused,en
348558768155525120,CrisisLexT6,flood_Alberta,Canada,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
204339465429327872,CrisisLexT26,earthquake_Italy,Italy,2012,Not related,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,no_text
721702213127524352,ESPOL_Ecuador_earthquake,earthquake_Ecuador,Ecuador,2016,no,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,it
593087768953278465,CrisisNlpR1_CF,earthquake_Nepal,Nepal,2015,sympathy_and_emotional_support,Related,earthquake,natural,geophysical,instantaneous,diffused,en
325142976080789504,CrisisLexT6,bombing_Boston,EEUU,2013,on-topic,Related,bombings,human_induced,intentional,instantaneous,focalized,en
348495529648472064,CrisisLexT6,flood_Alberta,Canada,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
262922468031873026,CrisisLexT6,hurricane_Sandy,several,2012,off-topic,Not_Related,hurricane,natural,meteorological,progressive,diffused,en
263307571237109760,CrisisLexT6,hurricane_Sandy,several,2012,on-topic,Related,hurricane,natural,meteorological,progressive,diffused,en
541754426520653826,CrisisNlpR1_Vol,typhoon_Philippines_Hagupit,Philippines,2014,Not Informative,Not_Related,typhoon,natural,meteorological,progressive,diffused,en
324031234412015616,CrisisLexT6,bombing_Boston,EEUU,2013,on-topic,Related,bombings,human_induced,intentional,instantaneous,focalized,en
296069426896314368,CrisisLexT6,flood_Queensland,Australia,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
721510542997729280,ESPOL_Ecuador_earthquake,earthquake_Ecuador,Ecuador,2016,no,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,es
592612650476965890,CrisisNlpR1_Vol,earthquake_Nepal,Nepal,2015,Not Relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
204045263407554563,SoSItalyT4,earthquake_Italy,Italy,2012,no damage,Related,earthquake,natural,geophysical,instantaneous,diffused,it
324297607692316672,CrisisLexT6,bombing_Boston,EEUU,2013,on-topic,Related,bombings,human_induced,intentional,instantaneous,focalized,en
573836550972268544,CrisisNlpR1_Vol,Landslides_Worldwide,several,2014,Not physical landslide,Not_Related,landslide,natural,Hydrological,instantaneous,focalized,en
909417987307958272,CrisisMMD,hurricane_Irma,several,2017,informative,Related,hurricane,natural,meteorological,progressive,diffused,en
348520810241196032,CrisisLexT6,flood_Alberta,Canada,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
327259891385384963,CrisisLexT6,explosion_WestTexas,EEUU,2013,off-topic,Not_Related,explosion,human_induced,accidental,instantaneous,focalized,en
297090352450519040,CrisisLexT6,flood_Queensland,Australia,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
297298500088123393,CrisisLexT6,flood_Queensland,Australia,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
324989207846191104,CrisisLexT6,bombing_Boston,EEUU,2013,off-topic,Not_Related,bombings,human_induced,intentional,instantaneous,focalized,en
541856007421325312,CrisisNlpR1_Vol,typhoon_Philippines_Hagupit,Philippines,2014,Not Informative,Not_Related,typhoon,natural,meteorological,progressive,diffused,en
350848583374876672,CrisisLexT6,flood_Alberta,Canada,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
541681279415382016,CrisisNlpR1_Vol,typhoon_Philippines_Hagupit,Philippines,2014,Not Informative,Not_Related,typhoon,natural,meteorological,progressive,diffused,en
204045220864729088,SoSItalyT4,earthquake_Italy,Italy,2012,no damage,Related,earthquake,natural,geophysical,instantaneous,diffused,it
904206869484494848,CrisisMMD,hurricane_Harvey,EEUU,2017,not_informative,Not_Related,hurricane,natural,meteorological,progressive,diffused,en
396801362383486977,CrisisLexT26,airportShootings_LA,EEUU,2013,Related - but not informative,Related,shooting,human_induced,intentional,instantaneous,focalized,en
336665765614854144,CrisisLexT6,tornado_Oklahoma,EEUU,2013,on-topic,Related,tornado,natural,meteorological,progressive,diffused,en
278406654628884480,CrisisLexT26,typhoon_Pablo,several,2012,Related - but not informative,Related,typhoon,natural,meteorological,progressive,diffused,en
910532720870137856,CrisisMMD,earthquake_Mexico,Mexico,2017,informative,Related,earthquake,natural,geophysical,instantaneous,diffused,en
406934494680072192,CrisisLexT26,helicopterCrash_Glasgow,UK,2013,Related and informative,Related,crash,human_induced,accidental,instantaneous,focalized,en
504209500358705152,CrisisNlpR1_CF,earthquake_California,EEUU,2014,injured_or_dead_people,Related,earthquake,natural,geophysical,instantaneous,diffused,en
337128589143191552,CrisisLexT6,tornado_Oklahoma,EEUU,2013,on-topic,Related,tornado,natural,meteorological,progressive,diffused,en
541974805529243648,CrisisNlpR1_Vol,typhoon_Philippines_Hagupit,Philippines,2014,Not Informative,Not_Related,typhoon,natural,meteorological,progressive,diffused,en
324721179510321154,CrisisLexT6,explosion_WestTexas,EEUU,2013,off-topic,Not_Related,explosion,human_induced,accidental,instantaneous,focalized,en
541467090184441856,CrisisNlpR1_Vol,typhoon_Philippines_Hagupit,Philippines,2014,Other Relevant Information,Related,typhoon,natural,meteorological,progressive,diffused,en
337574985776377856,CrisisLexT6,tornado_Oklahoma,EEUU,2013,off-topic,Not_Related,tornado,natural,meteorological,progressive,diffused,en
204045392755695616,SoSItalyT4,earthquake_Italy,Italy,2012,no damage,Related,earthquake,natural,geophysical,instantaneous,diffused,it
217059048850325504,CrisisLexT26,wildfires_Colorado,EEUU,2012,Not related,Not_Related,wildfires,natural,climatological,progressive,diffused,en
204047872197541888,SoSItalyT4,earthquake_Italy,Italy,2012,not relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,it
263347103336648706,CrisisLexT6,hurricane_Sandy,several,2012,on-topic,Related,hurricane,natural,meteorological,progressive,diffused,en
502244119876358145,CrisisNlpR1_Vol,Landslides_Worldwide,several,2014,Not physical landslide,Not_Related,landslide,natural,Hydrological,instantaneous,focalized,en
476672750728523776,CrisisNlpR1_Vol,Landslides_Worldwide,several,2014,Physical landslide,Related,landslide,natural,Hydrological,instantaneous,focalized,en
526480920900272128,CrisisNlpR1_CF,ebola_virus,several,2014,not_related_or_irrelevant,Not_Related,viral_disease,natural,Biological,progressive,diffused,en
296844266603417600,CrisisLexT6,flood_Queensland,Australia,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
323716445659856896,CrisisLexT6,bombing_Boston,EEUU,2013,off-topic,Not_Related,bombings,human_induced,intentional,instantaneous,focalized,en
324746338925416448,CrisisLexT6,explosion_WestTexas,EEUU,2013,on-topic,Related,explosion,human_induced,accidental,instantaneous,focalized,en
296564669756354561,CrisisLexT6,flood_Queensland,Australia,2013,off-topic,Not_Related,flood,natural,hydrological,progressive,diffused,en
910733264754741254,CrisisMMD,earthquake_Mexico,Mexico,2017,not_informative,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
243607432864071680,CrisisLexT26,earthquake_CostaRica,Costa Rica,2012,Related and informative,Related,earthquake,natural,geophysical,instantaneous,diffused,es
592592299168632832,CrisisNlpR1_Vol,earthquake_Nepal,Nepal,2015,Not Relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
542207226816258049,CrisisNlpR1_Vol,typhoon_Philippines_Hagupit,Philippines,2014,Not Informative,Not_Related,typhoon,natural,meteorological,progressive,diffused,en
497105931751391232,CrisisNlpR1_CF,ebola_virus,several,2014,other_useful_information,Related,viral_disease,natural,Biological,progressive,diffused,en
592827619277692929,CrisisNlpR1_Vol,earthquake_Nepal,Nepal,2015,Not Relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,en
204045838039785474,SoSItalyT4,earthquake_Italy,Italy,2012,not relevant,Not_Related,earthquake,natural,geophysical,instantaneous,diffused,it
383131898647556097,CrisisNlpR1_CF,earthquake_Pakistan,Pakistan,2013,donation_needs_or_offers_or_volunteering_services,Related,earthquake,natural,geophysical,instantaneous,diffused,en
543575183852707841,CrisisNlpR1_CF,typhoon_Philippines_Hagupit,Philippines,2014,displaced_people_and_evacuations,Related,typhoon,natural,meteorological,progressive,diffused,en
541980992685498370,CrisisNlpR1_Vol,typhoon_Philippines_Hagupit,Philippines,2014,Not Informative,Not_Related,typhoon,natural,meteorological,progressive,diffused,en
348497125748899840,CrisisLexT6,flood_Alberta,Canada,2013,on-topic,Related,flood,natural,hydrological,progressive,diffused,en
